2866814,MiruHong,83,10250,20,0001
2932510,wuhua,83,10247,15,1010
1629553,smh,82,10227,0,0000
4607565,Zavarka,83,10218,0,0110
4448118,Koba,85,10210,16,0110
948713,Reimu-Desu,85,10181,20,0110
2556958,ReaL motion,88,10160,17,0110
2148231,kuu01,86,10152,22,1110
2323131,Fedora Goose,90,10148,18,1110
2022445,imagaK,92,10135,1,0000
